sku,description,prod_type,comm_class,lot_control_flag,primary_dc,abc_code,fin_rprt_grp,sku_entry_date,sku_status,discon_date
867312EQB,Omeprazole 100mg Tablets Private Label,Pharma,Private Label,Yes,ILWH500E,C,PHRIL9185,4/22/2017,Active,
824747TWD,Antacid Chewables Sample,OTC,Sample,Yes,NJWH100A,B,OTCNJ6461,9/1/2024,Inactive,
361333CLZ,Metformin 250mg Tablets Sample,Pharma,Sample,Yes,TXDC300C,A,PHRTX3511,4/4/2025,Inactive,
249934YWD,Sertraline 20mg Tablest Sample,Pharma,Sample,Yes,TXDC300C,A,PHRTX1984,12/16/2019,Inactive,
607332BZE,Amoxicillin 50mg Tablets,Pharma,General Market,Yes,CADC400D,B,PHRCA4882,6/27/2018,Inactive,
439973RGJ,Amoxicillin 20mg Tablets,Pharma,General Market,Yes,NJWH100A,B,PHRNJ7254,7/10/2019,Active,3/24/2027
550555BIY,Ibuprofen 20mg Tablets,Pharma,General Market,Yes,TXDC300C,A,PHRTX9300,10/20/2025,Inactive,
822981NDW,Allergy Relief Caps Private Label,OTC,Private Label,No,PAWH200B,B,OTCPA1481,2/9/2024,Inactive,
994712LYQ,Lisinopril 10mg Tablets Sample,Pharma,Sample,Yes,TXDC300C,C,PHRTX4297,12/9/2024,Inactive,
753302KIP,Cough Syrup,OTC,Private Label,Yes,ILWH500E,B,OTCIL3348,2/18/2021,Inactive,
382344EHN,Levothyroxine 250mg Tablets Sample,Pharma,Sample,Yes,PAWH200B,A,PHRPA7670,2/11/2017,Inactive,
794464IDV,Metformin 50mg Tablets,,General Market,Yes,TXDC300C,C,INVALIDFRG1,8/31/2018,Inactive,
396747RNU,Metformin 100mg Tablets Sample,Pharma,Sample,Yes,NJWH100A,,PHRNJ2187,3/17/2023,Active,
238597YTB,Pain Relief Tablets,OTC,General Market,Yes,ILWH500E,A,OTCIL9145,7/15/2023,Active,
126507EXG,Ibuprofen 50mg Tablets,Pharma,General Market,Yes,PAWH200B,A,PHRPA4822,3/11/2025,Inactive,
528314WQS,Atorvastatin 100mg Tablets,Pharma,General Market,Yes,ILWH500E,A,PHRIL2819,3/19/2023,Active,
744577CMM,Omeprazole 5mg Tablets Sample,Pharma,Sample,Yes,CADC400D,A,PHRCA4893,1/27/2020,Active,
216372CGH,Allergy Relief Caps,OTC,General Market,Yes,NJWH100A,C,OTCNJ2715,7/20/2017,Inactive,
547750HAK,Ibuprofen 250mg Tablets Private Label,Pharma,Private Label,Yes,PAWH200B,C,PHRPA2164,5/12/2023,Inactive,
967682FBV,Sertraline 10mg Tablets,Pharma,General Market,Yes,NJWH100A,B,PHRNJ3387,12/2/2022,Active,
712648XSI,Sertraline 100mg Tablets,Pharma,General Market,Yes,,A,PHRTX3052,6/20/2024,Inactive,
764811JLZ,Metformin 100mg Tablets Sample,Pharma,Sample,Yes,TXDC300C,C,PHRTX2533,7/23/2020,Inactive,
112658OXE,Cough Syrup Private Label,OTC,Private Label,No,PAWH200B,C,OTCPA1290,5/30/2019,Active,
712661LQC,Pain Relief Tablets Private Label,OTC,Private Label,Yes,TXDC300C,A,OTCTX4733,5/28/2021,Active,
755859FNC,Ibuprofen 250mg Tablets Sample,Pharma,Sample,Yes,ILWH500E,,PHRIL8747,5/15/2019,Active,
964893BEI,Antacid ChewablesP rivate Label,OTC,Private Label,Yes,PAWH200B,A,OTCPA2476,6/27/2017,Inactive,
818622DJY,Ibuprofen 100mg Tablets Private Label,Pharma,Private Label,Yes,TXDC300C,B,PHRTX1031,4/6/2024,Active,
195777TEB,Ibuprofen 50mg Tablets Sample,Pharma,Sample,Yes,PAWH200B,A,PHRPA9280,11/7/2025,Inactive,
413625QKO,Levothyroxine 100mg Tablets,Pharma,Private Label,Yes,CADC400D,B,PHRCA9278,5/21/2024,Active,
815577OYK,Atorvastatin 250mg Tablets Sample,Pharma,,Yes,PAWH200B,B,PHRPA1042,8/1/2021,Active,
404697YUV,Allergy Relief Caps Sample,,Sample,Yes,NJWH100A,B,OTCNJ4294,11/24/2018,Active,
573644KOW,Allergy Relief Caps Private Laebl,OTC,Private Label,Yes,TXDC300C,C,OTCTX8219,3/22/2025,Active,
414082FSR,Antacid Chewables,OTC,Sample,Yes,,B,OTCTX2075,1/1/2019,Inactive,
191017TXX,Omeprazole 100mg Tablets,Pharma,General Market,Yes,NJWH100A,B,PHRNJ1384,9/26/2023,Inactive,
281154AOX,Atorvastatin 250mg Tablets Sample,Pharma,Sample,Yes,NJWH100A,C,PHRNJ5674,7/15/2025,Active,
945470ELK,Pian Relief Tablets,OTC,Sample,Yes,TXDC300C,C,OTCTX3603,7/1/2017,Inactive,
857653JYD,Sertraline 250mg Tablets,Pharma,Sample,Yes,CADC400D,C,PHRCA2591,9/6/2017,Active,
808144HWY,Antacid Chewables Private Label,OTC,,No,CADC400D,B,OTCCA4173,9/17/2020,Inactive,
791035ZSE,Lisinopril 5mg Tablets,Pharma,Private Label,No,NJWH100A,C,PHRNJ9672,7/10/2019,Inactive,
612960PGI,Sertraline 5mg Tablets,Pharma,General Market,No,CADC400D,A,INVALIDFRG1,5/7/2018,Active,
897078HOC,Cough Syrup,,General Market,Yes,TXDC300C,C,OTCTX7689,8/10/2020,Active,
690436FVJ,Cold and Flu Capsules Sample,OTC,,Yes,CADC400D,A,OTCCA9017,9/16/2023,Inactive,
200301XJY,Antacid Chewables Private Label,OTC,,Yes,NJWH100A,B,OTCNJ2161,11/30/2021,Inactive,
576198UMM,Hydrochlorothiazide 100mg Tablets Private Label,Pharma,Private Label,Yes,CADC400D,C,PHRCA7940,4/22/2019,Inactive,
468101RFX,Pain Relief Tablets,OTC,General Market,Yes,NJWH100A,B,OTCNJ4573,6/19/2017,Active,
443132JQL,Levothyroxine 100mg Tablets,Pharma,General Market,Yes,NJWH100A,C,PHRNJ4808,4/28/2022,Active,
582496HDV,Cough Syrup Private Label,OTC,Private Label,Yes,ILWH500E,A,OTCIL1103,6/14/2018,Inactive,
686396PAV,Cough Syrup,OTC,Private Label,Yes,TXDC300C,B,INVALIDFRG1,5/25/2025,Inactive,
521226QNX,Metformin 5mg Tablets Private Label,Pharma,Private Label,Yes,PAWH200B,A,PHRPA5543,1/30/2018,Active,
268625YHZ,Sertraline 250mg Tablets,Pharma,General Market,Yes,PAWH200B,A,PHRPA8431,3/25/2020,Inactive,
760873OLU,Allergy Relief Caps,OTC,General Market,No,PAWH200B,B,OTCPA6429,11/12/2020,Inactive,
721459NOG,Cough Syrup Sample,OTC,Sample,Yes,CADC400D,A,OTCCA3125,3/22/2020,Active,
420152DQF,Cough Syrup,OTC,Sample,Yes,PAWH200B,A,OTCPA6357,9/15/2020,Inactive,
542658LQV,Amoxicillin 5mg Tablets,Pharma,General Market,Yes,CADC400D,A,PHRCA9279,4/17/2017,Inactive,
310588QQT,Allergy Relief Caps,,General Market,Yes,ILWH500E,B,OTCIL4832,12/16/2022,Inactive,
152132NXT,Antacid Chewables,OTC,General Market,Yes,CADC400D,A,OTCCA2431,7/10/2019,Active,
634970EEW,Cold and Flu Capsules Private Label,OTC,Private Label,Yes,ILWH500E,A,OTCIL5249,3/20/2022,Active,9/3/2019
778196LLI,Losartan 250mg Tablets Private Label,Pharma,Private Label,Yes,TXDC300C,C,PHRTX5481,4/5/2023,Inactive,
521614GEM,Pain Relief Tablets Sample,OTC,Sample,Yes,TXDC300C,A,OTCTX5751,5/30/2019,Inactive,
944182AEE,Omeprazole 50mg Tablets,Pharma,General Market,Yes,PAWH200B,B,PHRPA6045,4/18/2018,Inactive,
410868EGG,Levothyroxine 250mg Tablets Private Label,Pharma,Private Label,Yes,CADC400D,A,PHRCA9285,1/1/2017,Inactive,
666257WNB,Levothyroxine 5mg Tablets,Pharma,General Market,Yes,ILWH500E,C,INVALIDFRG1,5/28/2022,Inactive,
669268ZPK,Levothyroxine 5mg Tablets,Pharma,Sample,Yes,CADC400D,A,PHRCA1859,7/9/2020,Active,
796862DOV,Cold and Flu Capsules,OTC,General Market,Yes,CADC400D,,INVALIDFRG1,3/13/2022,Inactive,
884733DDT,Pain Relief Tablets Sample,OTC,Sample,No,PAWH200B,B,OTCPA5222,2/15/2019,Active,
713009BZW,Cough Syrup,OTC,General Market,Yes,CADC400D,B,OTCCA5940,8/12/2025,Inactive,
715181UYE,Ibuprofen 50mg Tbalets,Pharma,General Market,Yes,NJWH100A,C,PHRNJ3605,9/17/2025,Inactive,
630895ZRQ,Lisinopril 100mg Tablets Sample,Pharma,Sample,Yes,NJWH100A,C,PHRNJ7883,5/27/2018,Inactive,
988003MTE,Amoxicillin 250mg Tablets Private Label,Pharma,Private Label,Yes,ILWH500E,C,PHRIL9875,3/14/2024,Active,
415194BMP,Pain Relief Tablets,OTC,Sample,Yes,PAWH200B,C,INVALIDFRG1,9/8/2021,Inactive,
575530YRU,Omeprazole 20mg Tablets Sample,Pharma,Sample,Yes,PAWH200B,C,PHRPA6969,10/20/2018,Active,
719459GKS,Cold and Flu Capsules,,General Market,Yes,PAWH200B,,OTCPA1717,12/23/2022,Inactive,
429437AGD,Pain Relief Tablets,OTC,General Market,Yes,TXDC300C,B,OTCTX3302,5/24/2023,Active,
493190YTO,Omeprazole 5mg Tablets Privtae Label,Pharma,Private Label,Yes,CADC400D,C,PHRCA6763,3/29/2017,Inactive,
455478PBI,CoughS yrup,OTC,,Yes,PAWH200B,A,OTCPA5545,4/21/2023,Active,
167603NDG,Pain Relief Tablets Sample,OTC,Sample,No,PAWH200B,A,OTCPA3536,4/7/2017,Inactive,
234659TAK,Atorvastatin 50mg Tablets,Pharma,General Market,Yes,CADC400D,C,PHRCA5651,12/9/2017,Active,
315622WDN,Amoxicillin 100mg Tablets,Pharma,Private Label,Yes,ILWH500E,B,PHRIL7896,9/20/2020,Active,
649684IIX,Pain Relief Tablets,OTC,,Yes,PAWH200B,A,OTCPA7671,4/13/2021,Active,
155137WFT,Cough Syrup,OTC,,Yes,PAWH200B,A,OTCPA6068,12/12/2020,Active,
757472HPX,Hydrochlorothiazide 100mg Tablets,Pharma,General Market,Yes,PAWH200B,A,PHRPA5903,12/13/2018,Active,
795202DJN,Antacid Chewables,OTC,General Market,Yes,NJWH100A,B,OTCNJ8880,8/30/2020,Active,
518450ADQ,Metformin 100mg Tablets,Pharma,General Market,Yes,TXDC300C,A,PHRTX3965,7/22/2021,Active,
275762IMV,Ibuprofen 5mg Tablets Sample,Pharma,Sample,Yes,CADC400D,C,PHRCA2412,1/4/2023,Active,
486110CHB,Cold and Flu Capsules,,General Market,Yes,NJWH100A,A,OTCNJ8414,11/25/2024,Inactive,
202979HNP,Amoxicillin 250mg Tablets Sample,Pharma,Sample,No,ILWH500E,B,PHRIL8111,4/24/2020,Active,
468298FTT,Pain Relief Tablets,OTC,Private Label,Yes,CADC400D,A,OTCCA3400,8/21/2018,Active,
458670RGA,Antacid Chewables Sample,,Sample,Yes,TXDC300C,B,OTCTX7030,4/26/2025,Active,
167230GDP,Cough Syrup,OTC,Sample,Yes,,C,OTCCA9672,4/7/2022,Inactive,
950235SPZ,Sertraline 10mg Tablets,Pharma,General Market,No,CADC400D,C,PHRCA8676,4/18/2018,Active,
953106MGD,Pain Relief Tablets,OTC,General Market,Yes,PAWH200B,A,OTCPA4190,7/24/2017,Inactive,
992585OCH,Cough Syrup Sample,OTC,Sample,Yes,ILWH500E,B,OTCIL9358,3/20/2022,Inactive,
273237IOD,Metformin 10mg Tablets,Pharma,General Market,Yes,TXDC300C,C,PHRTX3815,4/14/2025,Inactive,
503603DJQ,Pain eRlief Tablets,OTC,General Market,Yes,TXDC300C,B,OTCTX4355,7/26/2019,Active,
627661KYP,Cold and Flu Capsules Sample,OTC,Sample,Yes,NJWH100A,C,OTCNJ2933,5/13/2019,Inactive,
575500BAO,Omeprazole 5mg Tablets,Pharma,Sample,Yes,TXDC300C,C,PHRTX2803,6/6/2019,Inactive,
718010YWD,Cold and Flu Capsules Sample,OTC,Sample,Yes,,C,OTCIL6586,8/17/2018,Inactive,
164097BZA,Allergy Relief Caps Sample,OTC,Sample,Yes,TXDC300C,C,OTCTX1584,6/14/2022,Active,
822295FNH,Antacid Chewables,OTC,Sample,Yes,CADC400D,B,OTCCA8207,12/14/2023,Inactive,
608521ZXZ,Cough Syrup Private Label,,Private Label,Yes,CADC400D,B,OTCCA6097,8/11/2021,Active,
120169AKD,Sertraline 100mg Tablets,Pharma,General Market,Yes,ILWH500E,A,PHRIL1749,7/7/2025,Inactive,
335741PIR,Hydrochlorothiazide 20mg Tablets Private Label,Pharma,Private Label,Yes,NJWH100A,B,PHRNJ5100,5/22/2021,Active,
447148LJK,Atorvastatin 20mg Tablets,,General Market,Yes,CADC400D,B,PHRCA7612,7/3/2022,Active,
156740NFU,Allergy Relief Caps Sample,OTC,Sample,Yes,TXDC300C,B,OTCTX3025,11/18/2021,Inactive,11/28/2032
918761MBX,Sertraline 50mg Tablets,Pharma,,Yes,TXDC300C,C,PHRTX5579,6/13/2024,Active,
477301FRQ,Allergy Relief Caps,OTC,Sample,Yes,CADC400D,A,OTCCA5027,7/27/2023,Inactive,
751751SGQ,Cough Syrup,OTC,Private Label,Yes,PAWH200B,B,OTCPA4747,10/15/2019,Inactive,
692203NBA,Losartan 5mg Tablets,Pharma,General Market,Yes,NJWH100A,B,PHRNJ4742,4/13/2019,Active,
978060JEC,Cold and Flu Capsules,OTC,General Market,Yes,PAWH200B,C,OTCPA9439,3/12/2025,Active,
183028CDO,Ibuproefn 50mg Tablets,Pharma,Sample,Yes,,A,PHRPA7179,11/6/2024,Active,
813910EBI,Losartan 100mg Tablets Private Label,Pharma,Private Label,Yes,CADC400D,A,PHRCA4960,8/26/2025,Inactive,
167946SNE,Hydrochlorothiazide 20mg Tablets,Pharma,Sample,Yes,CADC400D,C,PHRCA5642,5/31/2017,Active,
122694RDD,Aomxicillin 250mg Tablets,Pharma,General Market,Yes,TXDC300C,B,PHRTX7215,9/22/2018,Active,
910018GPP,Sertarline 5mg Tablets,Pharma,General Market,Yes,ILWH500E,A,PHRIL7515,11/30/2018,Inactive,
553821UHT,Allergy Relief Caps,OTC,General Market,Yes,TXDC300C,A,OTCTX9759,3/15/2023,Inactive,
385889AHV,Cough Syrup Private Label,OTC,Private Label,Yes,CADC400D,B,OTCCA2846,4/18/2024,Active,
739777RHY,Metformin 250mg Tablets,Pharma,Private Label,Yes,CADC400D,A,PHRCA2427,9/2/2023,Active,
990336JSJ,Cough Syrup,OTC,,Yes,PAWH200B,B,OTCPA7360,4/24/2024,Active,
741837EAW,Allergy Relief Caps Sample,,Sample,Yes,CADC400D,C,OTCCA4516,12/2/2023,Inactive,
845601AFK,Antacid Chewbales,,Sample,Yes,ILWH500E,B,OTCIL4017,11/13/2021,Inactive,
234814PVM,Hydrochlorothiazide 20mg Tablets,,Private Label,Yes,NJWH100A,B,PHRNJ6555,5/5/2017,Active,2/24/2030
583867FCT,Atorvastatin 10mg Tablets Private Label,Pharma,Private Label,Yes,ILWH500E,C,PHRIL7583,6/16/2019,Active,12/13/2030
679563WLB,Antacid Chewables,OTC,Sample,Yes,PAWH200B,B,OTCPA2033,7/7/2022,Inactive,
441752ZET,Amoxicillin 100mg Tablets Sample,Pharma,Sample,Yes,NJWH100A,A,PHRNJ2821,9/9/2018,Inactive,
103958YBC,Levothyroxine 250mg Tablets,Pharma,Sample,Yes,PAWH200B,B,PHRPA7948,11/19/2019,Active,
781975WQZ,Levothyroxine 5mg Tablets,Pharma,Private Label,Yes,TXDC300C,C,PHRTX3979,2/28/2025,Inactive,
492804GIL,Antacid Chewables Private Label,OTC,Private Label,Yes,PAWH200B,C,OTCPA5299,4/9/2021,Active,
369023UIF,Ibuprofen 5mg Tablets Private Label,Pharma,Private Label,Yes,ILWH500E,B,PHRIL7382,9/5/2017,Active,
561007ISE,Pain Relief Tablets,OTC,General Market,Yes,,C,OTCNJ8158,2/22/2020,Inactive,
524011AIY,Cold and Flu Capsules,OTC,General Market,Yes,NJWH100A,A,OTCNJ5527,1/1/2022,Inactive,
794946KUF,Pain Relief Tablets Private Label,OTC,Private Label,Yes,NJWH100A,B,OTCNJ9542,2/13/2018,Active,
708088GBS,Allergy Relief Caps Smaple,,Sample,Yes,PAWH200B,A,OTCPA6818,3/15/2019,Inactive,
102235BAC,Levothyroxine 100mg Tablets,Pharma,General Market,Yes,NJWH100A,A,PHRNJ7355,8/24/2023,Active,
601622TSF,Omeprazole 5mg Tablets,,General Market,Yes,NJWH100A,B,PHRNJ8214,4/16/2023,Inactive,
505793KJQ,Cold and Flu Capsules Private Label,OTC,Private Label,Yes,NJWH100A,C,OTCNJ1109,6/4/2019,Inactive,
274683LLR,Cold and Flu Capsules Private Label,OTC,Private Label,Yes,,A,OTCCA3103,6/30/2020,Inactive,
148324ZRK,Allergy Relief Caps,OTC,Private Label,Yes,TXDC300C,C,OTCTX8864,12/6/2019,Inactive,
551005VBV,Lisinopril 20mg Tablets Private Label,Pharma,Private Label,Yes,CADC400D,C,PHRCA7637,1/28/2022,Inactive,
584103LLQ,Pain Relief Tablets Private Label,OTC,Private Label,Yes,NJWH100A,B,OTCNJ9469,3/13/2023,Active,
650265VFK,Antacid Chewables Private Label,OTC,,Yes,CADC400D,A,OTCCA2558,8/11/2023,Inactive,
107389OXE,Levothyroxine 5mg Tablets Sample,Pharma,Sample,Yes,,A,PHRPA5029,1/10/2018,Active,
968673QAX,Cold and Flu Capsules Private Label,OTC,Private Label,Yes,NJWH100A,C,OTCNJ7285,5/5/2021,Active,
320425OOT,Allergy Relief Caps Private Label,OTC,,Yes,TXDC300C,A,OTCTX6788,9/20/2021,Inactive,
342826SMR,Cold and Flu Capsules Private Label,OTC,Private Label,Yes,CADC400D,A,OTCCA7730,9/13/2019,Inactive,
972092UEK,Cough Syrup,OTC,Sample,No,CADC400D,C,OTCCA6723,1/24/2022,Active,
987583DVF,Losartan 20mg Tablets,Pharma,Sample,Yes,NJWH100A,B,PHRNJ2831,1/9/2021,Inactive,
166959WPL,Omeprazole 100mg Tablets,,General Market,Yes,TXDC300C,B,PHRTX3515,10/31/2022,Active,
982842PNW,Omeprazole 20mg Tablets,Pharma,Sample,Yes,NJWH100A,A,PHRNJ2916,2/13/2019,Active,
961511NDH,Antacid Chewables Sample,,Sample,Yes,PAWH200B,B,OTCPA5148,7/11/2017,Inactive,
169709YVY,Allergy Relief Caps,OTC,Private Label,Yes,ILWH500E,A,OTCIL4666,6/30/2018,Inactive,
947315WBY,Cough Syrup,,,No,TXDC300C,B,OTCTX1384,1/31/2024,Active,
332422GMG,Omeprazole 5gm Tablets,Pharma,General Market,Yes,PAWH200B,A,PHRPA8956,2/17/2023,Inactive,
644322MMV,Cough Syrup Private Label,OTC,Private Label,Yes,,B,OTCTX6248,8/29/2018,Inactive,
354061IOT,Levothyroxine 10mg Tablets,Pharma,Private Label,No,PAWH200B,C,PHRPA4254,3/5/2019,Active,11/12/2029
613958LPH,Antacid Chewables,,General Market,Yes,NJWH100A,B,OTCNJ5496,8/13/2022,Active,
984315BJZ,Levothyroxine 10mg Tablets,Pharma,General Market,Yes,ILWH500E,B,PHRIL2157,8/7/2022,Inactive,
794436FZH,Allergy Relief Caps Private Label,OTC,,Yes,NJWH100A,C,OTCNJ3252,11/21/2021,Inactive,
930879XGW,Ibuprofen 250mg Tablets Private Label,Pharma,Private Label,Yes,ILWH500E,B,PHRIL6749,5/5/2020,Active,
551490BDC,Ibuprofen 20mg Tablets,Pharma,Sample,Yes,CADC400D,C,PHRCA8340,2/28/2025,Active,
470522RXX,Pain Relief Tablets,OTC,General Market,Yes,,C,OTCCA5310,5/13/2024,Active,
483997HCC,Cold and Flu Capsules Sample,OTC,Sample,Yes,TXDC300C,A,OTCTX7343,7/26/2023,Active,5/27/2030
793017SSF,Allergy Relief Caps Sample,OTC,Sample,Yes,TXDC300C,A,OTCTX9136,9/19/2021,Inactive,
225829WAS,Pain Relief Tabelts Sample,OTC,Sample,Yes,,A,OTCCA8784,6/25/2025,Active,
977337DTF,Omeprazole 20mg Tablets Private Lbael,Pharma,Private Label,Yes,TXDC300C,A,PHRTX5561,11/15/2025,Inactive,
663851DOB,Antacid Chewables Sample,OTC,Sample,Yes,PAWH200B,C,OTCPA6394,4/28/2019,Active,
147392CWZ,Atorvastatin 50mg Tablets Private Label,Pharma,Private Label,No,NJWH100A,B,PHRNJ7932,2/26/2023,Inactive,
104804YLT,Metformin 50mg Tablets,Pharma,General Market,Yes,CADC400D,B,PHRCA5991,11/22/2023,Active,
737373VND,Pain Relief Tablets Private Label,OTC,Private Label,Yes,NJWH100A,A,OTCNJ9898,8/14/2022,Active,
281643SFY,Cough Syrup Private Label,OTC,Private Label,Yes,PAWH200B,A,OTCPA2502,1/9/2022,Inactive,
732982IAB,Cough Syrup Private Label,OTC,,Yes,PAWH200B,B,OTCPA6041,5/6/2022,Active,
926152XKR,Lisinopril 5mg Tablets,Pharma,Private Label,Yes,PAWH200B,C,PHRPA6870,10/25/2017,Inactive,
928668PXG,Hydrochlorothiazide 100mg Tablets,Pharma,Private Label,Yes,NJWH100A,B,INVALIDFRG1,2/21/2017,Active,
736369TIF,Hydrochlorothiazide 50mg Tablets,Pharma,General Market,Yes,NJWH100A,C,PHRNJ1800,2/18/2019,Inactive,
262323FCC,Cold and Flu Capsules,OTC,Sample,Yes,TXDC300C,C,OTCTX8749,7/12/2021,Active,
458569ZFZ,Hydrochlorothiazide 100mg Tablets,Pharma,General Market,Yes,CADC400D,B,PHRCA6015,5/10/2021,Inactive,
416919OCB,Metformin 50mg Tablets Private Label,Pharma,Private Label,Yes,CADC400D,C,PHRCA2765,11/28/2019,Inactive,
556995AUR,Atorvastatin 250mg Tablets,Pharma,Private Label,No,NJWH100A,B,PHRNJ9640,6/24/2024,Active,
301030YTY,Amoxicillin 10mg Tablets Sample,Pharma,Sample,Yes,PAWH200B,C,PHRPA7273,12/10/2019,Inactive,
511588DIQ,Atorvastatin 5mg Tablets,,General Market,No,CADC400D,C,PHRCA2369,8/18/2017,Active,
366906XFQ,Cold and Flu Capsules,OTC,General Market,Yes,CADC400D,B,OTCCA4693,4/16/2022,Active,
523132EZI,Cough Syrup,OTC,General Market,Yes,,C,OTCTX9841,10/13/2023,Active,
946709YJK,Lisinorpil 10mg Tablets Sample,Pharma,Sample,Yes,PAWH200B,C,PHRPA7009,3/2/2017,Inactive,
638042AEO,Levothyroxine 250mg Tablets Sample,Pharma,Sample,Yes,NJWH100A,A,PHRNJ7966,10/23/2025,Active,
961735JWD,Sertraline 100mg Tablets,Pharma,General Market,Yes,PAWH200B,A,PHRPA6798,10/25/2021,Active,
465850XXK,Amoxicillin 50mg Tablets Sample,,Sample,Yes,NJWH100A,C,PHRNJ8677,3/10/2022,Inactive,
452180NBD,Losartan 5mg Tablets,Pharma,Private Label,Yes,NJWH100A,A,PHRNJ4000,10/11/2017,Inactive,
655793EFU,Atorvastatin 50mg Tablets,Pharma,General Market,Yes,TXDC300C,B,PHRTX8999,1/26/2017,Inactive,
836510YJN,Amoxicillin 20mg Tablets Private Label,Pharma,Private Label,Yes,,A,PHRCA5179,6/3/2025,Active,
820933XGH,Amoxicillin 50mg Tablets,Pharma,General Market,Yes,CADC400D,C,PHRCA5150,12/23/2017,Inactive,
455594DTN,Cold and Flu Capsules Sample,OTC,Sample,Yes,ILWH500E,A,OTCIL3367,12/31/2021,Inactive,
891351MMI,Levothyroxine 100mg Tablets Sample,Pharma,Sample,Yes,NJWH100A,B,PHRNJ3705,5/2/2025,Active,
670284SCV,Cough Syrup,OTC,Private Label,Yes,CADC400D,C,OTCCA6700,6/17/2024,Active,
989744NOF,Anatcid Chewables,OTC,General Market,Yes,,A,OTCNJ8939,12/23/2023,Active,
623762SHF,Pain Relief Tablets Private Label,OTC,,Yes,TXDC300C,A,INVALIDFRG1,11/15/2023,Active,
742313NDN,Hydrochlorothiazide 250mg Tablets,Pharma,Sample,Yes,PAWH200B,C,PHRPA6870,6/26/2023,Inactive,
921158LVK,Pain Relief Tablets,OTC,General Market,Yes,CADC400D,A,OTCCA5247,10/18/2025,Active,
422602VSE,Pain Relief Tablets,OTC,,Yes,NJWH100A,A,OTCNJ7831,4/20/2024,Inactive,
376193QYQ,Omeprazole 10mg Tablets,Pharma,Sample,Yes,CADC400D,C,PHRCA2507,3/14/2022,Active,
653621ZWC,Allergy Relief Caps,OTC,Private Label,Yes,ILWH500E,B,OTCIL8488,2/20/2022,Inactive,
663005VLA,Amoxicillin 20mg Tablest Sample,Pharma,Sample,Yes,PAWH200B,B,PHRPA7469,1/17/2022,Active,
240290SHQ,Losartan 250mg Tablets,Pharma,General Market,Yes,TXDC300C,C,PHRTX8828,8/18/2022,Active,
154076EOY,Antacid Chewables,OTC,General Market,Yes,TXDC300C,C,OTCTX5090,4/20/2025,Inactive,
782070ELS,Allergy Relief Caps Sample,OTC,Sample,Yes,TXDC300C,B,OTCTX8163,3/12/2025,Active,5/6/2028
221370BOD,Metformin 20mg Tablets Sample,Pharma,,Yes,CADC400D,B,PHRCA1668,7/28/2019,Inactive,
335354MOR,Pain Relief Tablets,OTC,Sample,Yes,TXDC300C,A,OTCTX1185,5/23/2025,Inactive,
469347YCG,Pain Relief Tablets,OTC,General Market,Yes,CADC400D,A,OTCCA9463,6/29/2020,Active,
825185EPB,Losartan 50mg Tablets,Pharma,General Market,Yes,,A,PHRCA9462,12/21/2024,Inactive,
608500RXV,Lisinopril 5mg Tablets Private Label,Pharma,Private Label,No,ILWH500E,B,PHRIL8453,6/18/2021,Inactive,
212207ZUG,Losartan 10mg Tablets,Pharma,General Market,Yes,CADC400D,C,PHRCA9912,1/15/2021,Inactive,
214021KWQ,Allergy Relief Caps,OTC,Private Label,Yes,CADC400D,A,OTCCA6236,8/20/2020,Active,5/22/2029
322157QDL,Pain Relief Tablets Private Label,OTC,Private Label,Yes,ILWH500E,A,OTCIL6551,1/2/2017,Inactive,
825228SZB,Amoxicillin 250mg Tablets,Pharma,Sample,Yes,PAWH200B,C,PHRPA7430,1/21/2023,Active,
620448NLE,Allergy Relief Caps Sample,OTC,Sample,Yes,ILWH500E,A,OTCIL7532,8/27/2023,Inactive,
362028CIA,Metformin 5mg Tablets,Pharma,General Market,Yes,TXDC300C,A,PHRTX7022,8/30/2019,Inactive,
668373RZU,Levothyroxine 250mg Tablets,Pharma,Sample,No,ILWH500E,C,PHRIL3222,1/11/2019,Inactive,
719717CCA,Allergy Relief Caps,OTC,General Market,Yes,TXDC300C,A,OTCTX6809,8/24/2017,Inactive,
359991TYG,Ibuprofen 5mg Tablets,Pharma,General Market,No,NJWH100A,A,PHRNJ4870,6/26/2018,Inactive,
194232YAM,Sertraline 250mg Tablets,Pharma,General Market,Yes,CADC400D,C,PHRCA3538,1/7/2025,Inactive,
597203GCV,Sertraline 20mg Tablets,Pharma,Sample,Yes,NJWH100A,B,PHRNJ1494,3/29/2022,Active,
469411SEW,Cold and Flu Capsules,OTC,General Market,Yes,PAWH200B,B,OTCPA7560,12/10/2025,Inactive,
324912AOK,Levothyroxine 250mg Tablets,Pharma,General Market,Yes,CADC400D,A,PHRCA4888,10/8/2022,Active,
515624UWF,Hydrochlortohiazide 5mg Tablets Private Label,Pharma,Private Label,Yes,NJWH100A,C,PHRNJ2124,7/21/2024,Inactive,
828539OUD,Cold and Flu Capsules,OTC,General Market,Yes,TXDC300C,A,OTCTX3574,6/20/2017,Active,
410248VNB,Cough Syrup,OTC,General Market,Yes,CADC400D,B,OTCCA9018,7/30/2019,Active,
457555ZTF,Lisinopril 50mg Tablets,Pharma,Private Label,Yes,TXDC300C,C,PHRTX4227,4/28/2019,Active,
997698FFP,Allergy Relief Caps,OTC,Sample,Yes,NJWH100A,C,OTCNJ1860,2/10/2017,Active,
